Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Contact Email,Phone Number,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Total Funding Amount
LovePop,https://www.crunchbase.com/organization/lovepop,Gift Card,"Boston, Massachusetts, United States",A LovePop pop-up is a precious handmade keepsake that unfolds like a miniature surprise.,"4,490",http://lovepopcards.com/,https://www.linkedin.com/company/lovepop-cards,kate@lovepopcards.com,(888)687-9589,"John Wise, Wombi Rose",1-10,5,Early Stage Venture,2018-01-03,"$12,500,000","$21,218,000"
PeerIQ,https://www.crunchbase.com/organization/peeriq,"Analytics, Big Data, Credit, Financial Services, FinTech, Risk Management","New York, New York, United States","PeerIQ is a data and risk analytics firm that helps institutions analyze, access and manage risk in the alternative lending sector.","4,504",http://www.peeriq.com,https://www.linkedin.com/company/peeriq,info@peeriq.com,1(646) 780-7664,"Dan Long, J M, Ram Ahluwalia, Robert Khedouri",11-50,5,Early Stage Venture,2017-08-02,"$12,000,000","$20,500,000"
Kustomer,https://www.crunchbase.com/organization/kustomer,"CRM, Customer Service, SaaS, Small and Medium Businesses","New York, New York, United States","The first platform built around the customer, bringing together everything you need to serve your customers better in one easy-to-use place.","4,516",http://www.kustomer.com,https://www.linkedin.com/company/kustomer,,,"Brad Birnbaum, Jeremy Suriel",11-50,2,Early Stage Venture,2016-09-27,"$10,000,000","$12,500,000"
Tunity,https://www.crunchbase.com/organization/tunity,Apps,"New York, New York, United States",Tunity allows users to scan a muted live TV and stream the audio directly to their device. It's Shazam for video.,"4,538",http://tunity.com,http://www.linkedin.com/company/tunity,info@tunity.com,,"Adi Gabber, Yaniv Davidson",11-50,2,Early Stage Venture,2018-02-20,"$12,000,000","$12,000,000"
Snaps,https://www.crunchbase.com/organization/snaps,"Advertising, Advertising Platforms, Apps, Brand Marketing, E-Commerce, Mobile, Mobile Advertising","New York, New York, United States","Snaps is the conversational marketing platform that powers the chatbots, voice skills and social messaging experiences for the Fortune 500.","4,616",http://www.makesnaps.com,https://www.linkedin.com/company/makesnaps,jonathan@makesnaps.com,(646) 669-7149,Vivian Rosenthal,11-50,3,Early Stage Venture,2017-10-17,"$6,000,000","$14,750,000"
Emissary,https://www.crunchbase.com/organization/emissary,"CRM, Enterprise Software, SaaS","New York, New York, United States",Emissary offers a platform that pairs sales professionals with former executives at the companies they are targeting.,"4,681",http://www.emissary.io/,http://www.linkedin.com/company/spotcouncil,team@emissary.io,646.776.0501,David Hammer,11-50,2,Early Stage Venture,2016-10-31,"$12,000,000","$14,000,000"
Remesh,https://www.crunchbase.com/organization/remesh,"Business Intelligence, Market Research, Messaging, Project Management, Social Media","New York, New York, United States",1-on-1 conversation with a crowd,"4,712",http://remesh.ai,http://www.linkedin.com/company/5245293,info@remesh.org,+1 (415) 662-8526,"Aaron Slodov, Andrew Konya, Gary Ellis",1-10,5,Early Stage Venture,2018-03-27,"$10,000,000","$13,847,000"
Advizr,https://www.crunchbase.com/organization/advizr,"Apps, Financial Services, FinTech, Software","New York, New York, United States",Advizr creats financial planning software that enables profitable financial planning for all of its customers.,"4,758",http://www.advizr.com,http://www.linkedin.com/company/advizr,welcome@advizr.com,1(844) 223-8497,"Hussain Zaidi, Jorge Alvarez, Mustapha Baassiri",11-50,5,Early Stage Venture,2017-06-22,"$7,000,000","$10,585,000"
Shine,https://www.crunchbase.com/organization/shine-text,"Messaging, Mobile Apps, SMS, Wellness","New York, New York, United States","Shine offers Shine Text, a free, daily motivational text message to make your morning better.","4,870",http://www.shinetext.com/,https://www.linkedin.com/company/shine-text/,help@shinetext.com,,"Marah Lidey, Naomi Hirabayashi",1-10,3,Early Stage Venture,2018-04-04,"$5,000,000","$8,250,000"
Next Caller,https://www.crunchbase.com/organization/next-caller,Call Center,"New York, New York, United States",Next Caller create a positive customer experience through real-time call verification technology.,"4,906",http://nextcaller.com,http://www.linkedin.com/company/next-caller,support@nextcaller.com,844.698.2255,"Gianni Martire, Ian Roncoroni",11-50,3,Early Stage Venture,2017-08-28,"$5,000,000","$5,000,000"
Triller,https://www.crunchbase.com/organization/triller,"Digital Media, Music, Social Network","New York, New York, United States","Triller is an AI-powered music video app that enables anyone to make professional videos, effortlessly. ","4,933",http://www.triller.co/,https://www.linkedin.com/company/triller,press@triller.co,,"David Leiberman, Sammy Rubin",11-50,3,Early Stage Venture,2018-02-07,"$5,000,000","$9,500,000"
SilverCloud Health,https://www.crunchbase.com/organization/silvercloud-health,"Cloud Data Services, Enterprise Software, Health Care","Boston, Massachusetts, United States",SilverCloud’s solutions are used by payers and providers to provide immediate access to evidence-based and supported digital therapies.,"4,975",http://silvercloudhealth.com,https://www.linkedin.com/company/silvercloud-health,info@silvercloudhealth.com,+35315549771,"James Bligh, Ken Cahill",11-50,4,Early Stage Venture,2017-01-18,"$8,100,000","$18,155,278"
CardFlight,https://www.crunchbase.com/organization/cardflight,"Mobile, Mobile Payments, Payments","New York, New York, United States",CardFlight enables app developers to easily incorporate card-present payment acceptance into mobile apps.,"4,991",http://cardflight.com,https://www.linkedin.com/company/cardflight,info@cardflight.com,+118007835596,"Derek Webster, Tim Saunders",11-50,3,Early Stage Venture,2015-10-08,"$4,200,000","$6,550,000"
PlacePass,https://www.crunchbase.com/organization/placepass,"E-Commerce Platforms, Marketplace, Tourism","Boston, Massachusetts, United States","PlacePass is a digital marketplace that helps travelers find, compare, and book great things to do in any destination.","5,020",https://www.placepass.com/,https://www.linkedin.com/company/10786783/,support@placepass.com,(617)945-9145,"Emily Bernard, Ethan Hawkes",11-50,2,Early Stage Venture,2017-03-21,"$12,000,000","$14,000,000"
Pave,https://www.crunchbase.com/organization/pave,"Finance, Financial Services, FinTech, Impact Investing, Personal Finance","New York, New York, United States",Pave provides Millennials with access to the funding they need to achieve their personal and financial goals,"5,053",http://www.pave.com,http://www.linkedin.com/company/2800764,team@pave.com,(844)879-7283,"Oren Bass, Sal Lahoud",11-50,3,Early Stage Venture,2016-04-13,"$8,000,000","$308,000,000"
VAST Data,https://www.crunchbase.com/organization/vast-data,Data Storage,"New York, New York, United States",currently in stealth-mode,"5,062",http://vastdata.com,https://www.linkedin.com/company/vast-data/,contact@vastdata.com,,"Jeff Denworth, Renen Hallak, Shachar Fienblit",11-50,1,Early Stage Venture,2018-03-13,"$40,000,000","$40,000,000"
Capitolis,https://www.crunchbase.com/organization/capitolis,"Banking, Collaboration, Finance, Financial Services","New York, New York, United States",Capitolis is a banking and financial services company.,"5,116",https://www.capitolis.com/,https://www.linkedin.com/company/18124548/,serra.balls@eternapartners.com,+44 20 3911 0350,"Gil Mandelzis, Igor   Teleshevsky, Thomas Glocer",11-50,3,Early Stage Venture,2018-03-06,"$20,000,000","$30,836,263"
Symbiont,https://www.crunchbase.com/organization/symbiont,"Blockchain, Financial Services, FinTech","New York, New York, United States",Symbiont has developed the market-leading platform for institutional applications of blockchain technology.,"5,140",http://symbiont.io/,https://www.linkedin.com/company/symbiont-io,,,"Adam Krellenstein, Evan Wagner, Mark Smith, Robby Dermody",11-50,2,Early Stage Venture,2017-05-04,"$15,000,000","$15,375,000"
Paintzen,https://www.crunchbase.com/organization/paintzen,"Consumer, Home Renovation, Home Services, Interior Design","New York, New York, United States","Paintzen combines online booking, color inspiration tools, & top-rated painters in a one-stop solution for all of your painting needs!","5,173",http://www.paintzen.com,http://www.linkedin.com/company/paintzen,contact@paintzen.com,855-336-4389,"James Goldman, Justin Geller, Mike Russell",11-50,6,M&A,2016-04-03,,"$9,558,912"
Jopwell,https://www.crunchbase.com/organization/jopwell,"Professional Services, Recruiting","New York, New York, United States",Jopwell is a digital recruiting platform that connects your recruiters with diverse professionals and students.,"5,186",http://www.jopwell.com,https://www.linkedin.com/company/jopwell,team@jopwell.com,,"Porter Braswell, Ryan Williams",11-50,4,Early Stage Venture,2017-09-25,"$7,500,000","$11,870,000"
Willing,https://www.crunchbase.com/organization/willing,"Elder Care, Funerals, Legal, SaaS","Miami, Florida, United States",Willing is the best way to make your legal will.,"5,222",http://willing.com/,https://www.linkedin.com/company-beta/8222950,,,"Eliam Medina, Robert Dyson",1-10,2,Early Stage Venture,2016-11-03,"$7,000,000","$7,120,000"
EastMeetEast,https://www.crunchbase.com/organization/eastmeeteast,"Apps, Dating, Mobile Apps, Social Media, Social Network","New York, New York, United States",EastMeetEast is an online app that offers dating service and connects Asian people in the U.S.,"5,470",http://www.eastmeeteast.com,,hello@eastmeeteast.com,,"Kenn Ejima, Mariko Tokioka",1-10,3,Early Stage Venture,2018-04-12,"$4,000,000","$5,580,000"
Arcus,https://www.crunchbase.com/organization/regalii,"E-Commerce, Mobile, Mobile Payments","New York, New York, United States",Arcus is the best protocol for becoming the hub of your consumers’ financial health.,"5,475",https://www.arcusfi.com/,https://www.linkedin.com/company/grupo-regalii/,contact@arcusfi.com,800-917-7198,"Edrizio De La Cruz, Inigo Rumayor Belausteguigoitia, Juan Jose Maldonado",11-50,4,Early Stage Venture,2017-02-11,"$7,900,000","$13,900,000"
Attentive,https://www.crunchbase.com/organization/attentive,"Advertising, E-Commerce, Marketing, Marketing Automation, Messaging, Mobile, Personalization, SaaS, Software","New York, New York, United States",Attentive is a personalized mobile messaging platform for ecommerce and retail marketers.,"5,489",https://attentivemobile.com/,https://www.linkedin.com/company/attentivemobile/,info@attentivemobile.com,1-844-293-7265,"Andrew Jones, Brian Long",11-50,1,Early Stage Venture,2018-02-08,"$13,000,000","$13,000,000"
Pilotworks,https://www.crunchbase.com/organization/homemade-2,"Delivery, Food Processing","New York, New York, United States","We’re building a network of delightful cooking spaces, expert mentors, and inspiring entrepreneurs.","5,500",https://pilotworks.com/,,info@pilotlightfood.com,,"Michael Dee, Nick Devane",1-10,4,Early Stage Venture,2017-12-05,"$13,000,000","$15,200,000"
PowerInbox,https://www.crunchbase.com/organization/powerinbox,"Apps, Email, Messaging","New York, New York, United States","PowerInbox offers email marketers with tools, including revenuestripe and dynamicmail.","5,501",http://powerinbox.com,http://www.linkedin.com/company/powerinbox,contact@powerinbox.com,,"Aryeh Mergi, Dileep Thazhmon, Matt Thazhmon",1-10,4,Early Stage Venture,2016-03-30,"$6,500,000","$18,400,000"
Helix Sleep,https://www.crunchbase.com/organization/helix-sleep,"E-Commerce, Lifestyle, Retail","New York, New York, United States","Bringing customization to the sleep category by offering personalized, made to order mattresses at value driven prices.","5,596",https://www.helixsleep.com,https://www.linkedin.com/company/helix-sleep,info@helixsleep.com,(646)854-5860,"Adam Tishman, Jerry Lin, Kristian von Rickenbach",11-50,2,Early Stage Venture,2016-08-29,"$7,350,000","$8,150,000"
Cognigo,https://www.crunchbase.com/organization/cognigo,"Artificial Intelligence, Security","New York, New York, United States","Cognigo leverages cogntive computing to extract, map and categorise all of your organisation's structured and unstructured data. ","5,645",https://www.cognigo.com/,https://www.linkedin.com/company/9316905/,info@cognigo.com,,Guy Leibovitz,11-50,2,Early Stage Venture,2018-03-03,"$8,000,000","$10,400,000"
Clubhouse Software,https://www.crunchbase.com/organization/clubhouse-software,"Hardware, Information Technology, Software","New York, New York, United States",Clubhouse is the project management platform for software teams.,"5,661",http://clubhouse.io,https://www.linkedin.com/company/clubhouse-software-inc,hello@clubhouse.io,,"Andrew Childs, Kurt Schrader",11-50,4,Early Stage Venture,2017-12-13,"$10,000,000","$16,000,000"
Avanan,https://www.crunchbase.com/organization/avanan,"Cloud Security, Internet, Security","New York, New York, United States","Avanan operates a cloud-based platform to provide security solutions for public, SaaS-based applications.","5,698",http://www.avanan.com,https://www.linkedin.com/company/avanan-inc,,1(855)528-2626,"Gil Friedrich, Michael Landewe, Roy Rotem",11-50,2,Early Stage Venture,2016-05-17,"$14,900,000","$16,400,000"
mabl,https://www.crunchbase.com/organization/mabl,"Developer Tools, Machine Learning, Software","Boston, Massachusetts, United States",mabl is a machine learning (ML)-driven test automation service that automatically maintains tests and identifies regressions.,"5,731",https://www.mabl.com/,https://www.linkedin.com/company/mabl/,,,"Dan Belcher, Izzy Azeri",11-50,1,Early Stage Venture,2018-02-21,"$10,000,000","$10,000,000"
New York Shipping Exchange (NYSHEX),https://www.crunchbase.com/organization/new-york-shipping-exchange-nyshex,Transportation,"New York, New York, United States",New York Shipping Exchange (NYSHEX) is enabling the transformation of the container shipping industry,"5,752",https://www.nyshex.com/,https://www.linkedin.com/company-beta/7930436/?pathWildcard=7930436,support@nyshex.com,,Gordon Trouncer  Downes,11-50,1,Early Stage Venture,2017-08-24,"$13,000,000","$13,000,000"
